gene	time00	time01	time02	time03	time04	time05	time06	time07	time08	time09	time10	time11	time12	time13	time14	time15	time16	time17	time18	time19	time20	time21	time22	time23	time24	time25	time26	time27	time28	time29	time30	time31	time32	time33	time34	time35	time36	time37	time38	time39	time40
X1	6063.006857651706	6068.06169902352	6042.114412479912	6061.738210628984	6015.036454626175	3529.080898144196	6067.923511409712	-40664.18428937221	5173.938810379479	6067.572887480834	6011.593892402001	6596.375819956615	6068.03522308527	6063.912982070808	6042.952299936843	-61681.45713239508	3856.3701867926375	4188.432192112906	3308.3169705679584	6069.220013692797	5988.7182639746825	6071.192510944062	6065.052909397203	5521.23783831863	6564.980869181574	2789.4379644053815	6062.354446237247	-43105.832114216166	5974.96589544325	47067.686436773845	-23161.29209235479	-59469.32547665633	5982.014561216553	5875.092507582224	-6924.213380621235	6071.6642671215395	6022.568096251693	6062.445294798937	6066.864460132241	4929.439131152951	2596.9057102414467
X10	-4063.1254386501428	-4994.075165165728	1893.8763063635333	1199.7578481720946	1893.820845980647	-5488.797277964217	1873.883480232307	-1014.3373261476781	1856.5579277746926	1778.4517680588347	1892.66590403006	1883.5924666397602	1325.0037622010718	1888.9600735078056	1734.9209890758534	1811.631934806194	729.0844655839433	1437.548814555435	-2034.8764673977153	-3204.1452294086625	1894.1665317861543	1837.3735565089316	94.27282957680586	1612.1296434623478	1060.6957588979653	1893.8698601572	-4518.899664035889	-2409.521498250557	-156.79768459601564	1679.771621630221	-2798.7092115481605	324.00479584234586	1531.998477169466	534.859040554416	-425.9594651173643	-3625.2897732889883	-1675.2430311782673	1890.2312206470876	-712.1764253725123	903.9668090181326	-1335.1430741114082
X100	-3061395.8855172573	-49598.807758353534	766721.004267314	-741554.5640957599	775363.4690873899	775001.7257827461	774994.1899014966	777178.3377863249	777486.8273935538	736583.5809280693	775026.2237896295	367710.46283695474	499941.1270505969	661484.0104480286	775225.8141855559	-4704305.915267219	774992.5814814062	-1762918.254364978	775858.528721142	188173.36024695798	776099.365937649	776243.0781425498	-2388166.7968941126	775047.6934669743	775082.3773438459	-3735469.944207984	777308.5642233869	-4328634.2508038655	706767.7260217427	594951.8002606557	774997.0498872866	-1210597.2462303885	775567.3164093929	775138.3433696596	-356428.62170462834	774991.4274686733	772998.0018327199	775011.2742209937	776707.3749662361	755427.3227409518	774990.3266446633
X11	1584066.0081973814	1583942.7171071086	1574219.0251069248	1584853.3317160632	-4163338.878310038	-1478107.0242258443	-14025494.529088315	1585835.7004242423	1583940.6504738268	-577856.5720695427	1591930.3685780158	1587125.5797554336	1583947.4630852113	1583958.9157339763	1551417.1076195447	93776.4663530786	1583937.884642634	583267.7027778446	1589900.7076796172	1590746.34721377	-10995888.626661513	1584153.639467365	1584012.7526833704	1588421.1126501549	1584292.0632929807	1443535.8328900384	1336662.3286919948	1583938.396034413	1173385.685309582	1585367.012570255	-6041047.22519385	-2656788.8122702884	1591272.958947829	1583979.5450289357	1583939.047169948	-8318396.322837254	1586109.8148382588	1510916.9707008733	931614.4328480368	1583937.9955828658	1584512.4254850724
X12	173817.43210638207	187307.10342507806	182009.49414541436	184311.42485193934	120981.28097670223	177318.9206429385	236158.421657448	191124.51979554808	208749.9985813294	177330.55072288826	-79097.2789729778	177275.957052995	177333.20758671462	-565598.7107265149	177294.8133283693	-267440.70482029405	177419.84493321445	-1033070.1985553659	216641.76517135583	201771.05975468314	179067.4515993562	177273.2992728589	177249.1312567955	224834.75645409193	177327.37139192488	177227.22115505525	195904.42062400506	177226.51473501459	177717.82586908186	207859.52163883636	232149.03566110364	178239.16478537142	177309.88674696945	41589.71949658802	177324.2781731077	180294.2848746125	177333.28839194725	236741.63481615254	-1743689.1386414464	227542.1491904525	-2778160.7191497264
X13	15.491005100054844	9.41888464470507	-11.764546016008289	8.875494245159336	-1.4374823188593169	7.395461583814862	-0.36868893300678707	11.805136029951635	12.784883557838555	1.2558886921090444	-9.72230565430603	7.889504814090639	-3.9082410520085453	-11.734114615546417	-9.445954985172953	9.01984161757505	-12.090340289312653	8.986368822462822	-4.622240548763884	-9.022264786383712	8.105399767423933	-7.29824123467192	-12.901738391786274	1.9665699864349016	-10.2784549415375	-4.354862493445399	-6.954685938560029	-12.736280146288234	-9.845328386011179	-1.3845017114608815	3.944682207871111	-7.43927625122161	9.49427324872881	-9.872883353619404	-8.134007184956193	-11.429640902677441	12.344465402926543	9.078118396071247	8.16193276831857	16.765930183317383	13.962239066750229
X14	2.214964979919137	2.083611556321631	5.069802290265118	-0.43226027083114893	2.2542556221292998	3.6140233147171044	-9.714478272289565	3.744125576019438	-9.376227605601787	-0.07862382143334923	2.686785409423856	1.298736568361753	4.919394534059715	-7.027669370375737	3.9511369935099254	-7.404939994666908	-7.684592266783836	1.0852675808708008	1.2879420525124825	0.5921843932929303	1.655393640074752	5.107198948247337	1.3342249687209686	-0.3613246046807719	1.6591901645154077	2.84302325195055	0.2701592853669865	1.8466360267174018	-1.1396025535844974	-3.7300867992601088	-0.6660415994916127	1.7512285134805028	0.14761832135163466	1.451900738079408	-0.36318953244676777	2.2425126107967053	-3.2971637465556043	-0.7322505481807369	-4.7653574436525314	1.215282231280801	0.44720885784930964
X15	0.5016878362228119	-0.732816380149965	1.0432067514144316	-3.0865770819998666	-3.538266558989613	-0.03606989558821816	-0.9744063604626816	1.4400510639832724	-4.116106699269315	-1.6005902627421182	4.568139912672393	2.5025985221380016	0.031239920953160638	-0.5840545710642187	0.4148138970713475	0.6777010812409165	4.038461600372601	-0.5927705073156466	-1.1608734439772193	-3.746777077554013	1.41099347137218	3.176492706037568	-1.1028607956232608	-2.0092399199974156	1.7200855520971454	-1.706508119237411	-0.40728767798364895	-1.7295644476357492	0.5233748093270658	-3.168555412659871	0.47280240638474913	3.436310882300965	1.2252715152479725	1.4224781131418132	1.2309081107331084	-3.8650059105984798	1.3098630090247236	1.9688293028987656	0.3651608205396153	-3.6810565073293975	4.358916345003495
X16	634760.741565202	635146.660825294	632294.1161657347	634415.1458667868	634406.0565890577	-344623.65718806966	634644.4209519096	634396.1072320353	-4785959.556678252	634394.1594810802	634396.3032717091	634396.353198514	634010.9763323487	634402.2082994422	-760241.731851571	-3250872.33862585	543529.5265344011	634429.5177597206	634397.2780428953	164961.25880808296	634901.4271887116	314977.97640349437	635044.5977977592	623539.0889762917	634826.9345407963	-2140503.098036282	635123.6673237964	614386.9717470764	577397.0954934256	493376.1690226443	-6906367.197574982	634398.6100973847	634393.868880553	599845.5645070542	420254.1814451843	634554.4517479829	634491.4508861074	629091.1779306621	-1338437.68407871	634451.5822183618	-47030.38309778308
X17	-1.3543730798114453	0.2416141476938698	-2.186713954116172	-1.1520600074539766	-1.815076998516549	1.1776817902613224	0.7651523925655264	4.04518650314487	-1.3842021306032493	-2.3481910651644826	-2.3138270551950884	-0.6052735488102101	2.1971107391977482	0.7618666880368465	1.3691609667103375	-1.733871532489795	2.1754747827411407	1.9263499859146411	3.5177799833047096	0.918917804229026	2.1105144064892496	2.6945983931944673	-1.3683594549220288	-2.4943066848741298	4.037378288941842	-0.3661055974303098	-2.4071525058896874	-0.07572892543489385	-2.8426154025697725	-0.5835342024049437	-2.651650423966986	4.2634137127231115	-1.435982126095185	-1.6001592656108583	0.14650880075523354	-1.7693421994852647	1.4547877915830876	1.0945982432013128	0.6765228546977351	-1.0687655016121829	-2.0173266129288594
