ID,time,X1,X10,X2,X3,X4,X5,X6,X7,X8,X9
001,time00,4.972600224929595,-7473094.41644614,8.153400843069345,-0.03629720655532112,-2271678.6213627746,1492659.289396419,-5.173192237225123,11712979.190697305,-4922907.195946877,-7134796.631501575
001,time01,3.9856014208263604,-7473092.207434267,8.364580420519689,0.045195295445946804,-2271676.891714176,1492658.4424658068,-5.349420439239685,11712979.642062325,-4922908.591145399,-7134797.050542412
001,time02,4.454751998785453,-7473091.772144369,8.456672917205728,-1.973117327117039,-2271677.2475172905,1492656.9732678581,-3.7844790096494103,11712975.554778744,-4922909.244121737,-7134798.565711552
001,time03,4.155918829201086,-7473090.94219396,7.739351181151672,-1.5315912111908845,-2271676.0698283445,1492656.936998326,-4.8058864992007635,11712972.963943971,-4922909.713472151,-7134796.872524994
001,time04,2.927747058772269,-7473091.105671955,7.168592022338102,-1.2481339228819701,-2271675.7857048605,1492655.5132999583,-2.4024987728795146,11712967.90558435,-4922911.494191102,-7134791.275596508
001,time05,2.1476710547195763,-7473095.051948785,4.749447227873876,0.6550578146147543,-2271677.275801239,1492654.4203393122,-1.0996312665926133,11712964.43103303,-4922910.1822599955,-7134785.542024155
001,time06,2.3631762291441802,-7473095.421345755,4.893864076413488,1.346178205817659,-2271676.704147622,1492653.1212316644,-1.18184481285663,11712966.610012578,-4922903.63752049,-7134779.440417843
001,time07,4.7951944867785254,-7473091.750842118,3.2233361569222394,1.8700968281391024,-2271674.7969552665,1492651.4229898243,-0.38052199429432587,11712969.867526343,-4922894.9954396635,-7134775.883119884
001,time08,4.396741852926352,-7473077.236878326,1.1179705701785725,2.57720363857334,-2271669.158461607,1492650.644730238,-0.9930042993163894,11712971.257528614,-4922886.469780961,-7134774.556531953
001,time09,3.29114672318794,-7473055.096927982,1.9822348701709878,1.2851266664486898,-2271661.2493404923,1492645.8364840276,-1.507908312478043,11712959.093786066,-4922876.985650411,-7134773.768622233
001,time10,2.936831191614282,-7473024.494039856,2.1579458202032846,0.4514849155689863,-2271649.518005917,1492638.955983958,-1.1312543241767212,11712924.584761485,-4922868.985222147,-7134765.822733594
001,time11,1.2464144409499305,-7472986.263859817,2.0920731901236795,-0.5651539950120726,-2271636.932277527,1492624.5495316458,-2.187933609212644,11712859.918122925,-4922854.579700578,-7134743.754138479
001,time12,1.6319217431409232,-7472932.713035581,1.5040663224824788,0.11252840589050825,-2271620.1135165663,1492607.094830664,-2.6829108520578093,11712756.828109195,-4922833.863376302,-7134697.291850229
001,time13,2.8127192302987996,-7472862.308336229,-0.3452533098452406,0.173240126528948,-2271596.7856316254,1492583.050104027,-1.805160180752888,11712600.097500484,-4922790.281835703,-7134612.826108509
001,time14,2.7898448617949856,-7472748.556081708,-1.2406878891215012,-0.1516973296773815,-2271557.698202713,1492547.5621544763,-1.351714238969036,11712375.40679657,-4922710.464827556,-7134466.54507472
001,time15,3.040735028425087,-7472557.360921953,0.4020752383003021,0.26116486275502593,-2271496.1391932936,1492495.5597961545,-1.7036985767090318,11712038.588733861,-4922567.103357125,-7134233.651994922
001,time16,3.414112036990492,-7472227.088830629,0.3863910902758514,-0.12388830319912322,-2271394.964797735,1492418.2403525584,-0.14692745903054583,11711511.705074811,-4922320.91634083,-7133872.301933891
001,time17,2.04409606315005,-7471662.7142952485,1.6908933559428112,0.1690470322383694,-2271219.9293451733,1492299.753250436,0.3113853378744116,11710656.61903114,-4921916.6314197155,-7133307.335694313
001,time18,2.6723959355957967,-7470708.919420125,0.25113824689475095,-0.13008058069475167,-2270925.620249795,1492109.4530912384,-0.13693291718472356,11709238.549147844,-4921265.716019859,-7132411.591011583
