ID,t,X1,X10,X2,X3,X4,X5,X6,X7,X8,X9
1,0,-0.9142474614979806,-0.14567809009134872,-0.17980996934177734,-0.21556852244471658,0.6702248949219016,2.267717960250814,0.8848564259807339,1.497322731239669,1.781069663720384,-1.1141228354555104
1,1,-1.9012462656012152,2.0633337832910126,0.03136960810856659,-0.13407602044344866,2.3998734933795887,1.4207873482720128,0.7086282239661719,1.9486877504021818,0.3858711407886488,-1.533163673580765
1,2,-1.432095687642122,2.4986236809126647,0.12346210479460504,-2.1523886430064345,2.04407037881722,-0.0484106004703479,2.2735696535564465,-2.138595829810544,-0.26710519664327015,-3.048332813425211
1,3,-1.730928857226489,3.3285740904115966,-0.5938596312594498,-1.71086252708028,3.2217593247785157,-0.08468013253590512,1.2521621640050935,-4.729430603386487,-0.7364556106404074,-1.3551462555282459
1,4,-2.9591006276553067,3.1650960944308233,-1.1646187900730203,-1.4274052387713656,3.505882809150912,-1.508378500363184,3.655549890326342,-9.78779022349839,-2.5171745618844144,4.2417822314798075
1,5,-3.7391766317079993,-0.7811807349889612,-3.583763584537247,0.47578649872535883,2.0157864301328656,-2.601339146573973,4.958417396613243,-13.26234154478442,-1.2052434551841382,9.975354583553369
1,6,-3.5236714572833954,-1.1505777050531354,-3.4393467359976353,1.1669068899282635,2.587440047268703,-3.900446794198244,4.876203850349227,-11.083361995708014,5.339496049842445,16.076960896586833
1,7,-1.0916531996490497,2.5199259328022894,-5.109874655488883,1.690825512249707,4.494632402833981,-5.59868863433252,5.677526668911531,-7.825848231842259,13.981576876659407,19.634258855303834
1,8,-1.4901058335012234,17.03388972435475,-7.21524024223255,2.3979323226839444,10.13312606238292,-6.376948220660429,5.065044363889467,-6.435845960135197,22.50723557958095,20.960846786405128
1,9,-2.5957009632396355,39.17384006781798,-6.350975942240135,1.1058553505592943,18.04224717723145,-11.185194431022984,4.550140350727814,-18.599588507877524,31.991366129342044,21.74875650641803
1,10,-2.9500164948132936,69.77672819392285,-6.175264992207838,0.2722135996795908,29.773581752514367,-18.065694500633374,4.9267943390291355,-53.10861308895807,39.991794393455955,29.694645144968245
1,11,-4.640433245477645,108.006908233599,-6.241137622287443,-0.7444253109014681,42.359310142355106,-32.47214681281267,3.8701150539932128,-117.77525165025052,54.39731596222967,51.76324025964578
1,12,-4.254925943286652,161.55773246947322,-6.829144489928644,-0.06674290999888721,59.17807110318381,-49.92684779451337,3.3751378111480475,-220.8652653791629,75.11364023848436,98.22552851014824
1,13,-3.074128456128776,231.96243182110535,-8.678464122256363,-0.006031189360447456,82.5059560438312,-73.97157443178907,4.252888482452969,-377.5958740895487,118.69518083716218,182.69127023039908
1,14,-3.09700282463259,345.7146863428902,-9.573898701532624,-0.33096864556677696,121.59338495650859,-109.45952398238867,4.706334424236821,-602.2865780035205,198.51218898370703,328.97230401871195
1,15,-2.8461126580024887,536.9098460974983,-7.9311355741108205,0.0818935468656305,183.1523943756469,-161.46188230417064,4.354350086496825,-939.104640713292,341.873659415335,561.8653838168074
1,16,-2.472735649437084,867.1819374205261,-7.946819722135271,-0.3031596190885187,284.32678993423633,-238.78132590028716,5.911121204175311,-1465.988299762893,588.0606757104957,923.215444848326
1,17,-3.8427516232775254,1431.5564728016811,-6.642317456468311,-0.010224283651026067,459.362242496244,-357.2684280226346,6.369434001080268,-2321.074343433329,992.3455968249214,1488.1816844264158
1,18,-3.214451750831779,2385.3513479247717,-8.082072565516372,-0.30935189658414713,753.6713378748165,-547.5685872202716,5.921115746021133,-3739.144226730638,1643.260996681623,2383.9263671559374
1,19,-4.940998881784074,3964.5139797778666,-7.901140961698912,0.17491985113612324,1238.127770811613,-859.8944228492362,6.017071467348367,-6101.699753340927,2684.352551035767,3827.0775320268244
1,20,-3.745439266570885,6546.937203923091,-8.956669730676408,-1.132010962693362,2028.401222160351,-1375.419617781735,7.6330297537132665,-10031.59255749108,4355.699899606736,6180.220304526173
1,21,-5.511869206371744,10733.359787471045,-8.777915547651302,-0.28630706173657083,3306.749006086728,-2219.7677725575854,6.478351934178816,-16524.080696276877,7057.434754382119,10051.234159750802
1,22,-5.355877259660342,17518.090279577587,-9.938514515792395,-0.019493064683181294,5373.39966412099,-3595.9620846614616,6.539436583447927,-27173.176171562292,11451.024692663761,16425.573849492575
1,23,-6.233350895842005,28527.553270952634,-10.320869833174195,-1.0476372555559041,8721.137418028185,-5833.096222357089,6.737677920152743,-44555.528571728166,18628.22704576165,26908.452403970696
1,24,-6.101162451126258,46435.462991358145,-11.615855690656694,-0.8825622302036615,14163.735751908842,-9461.483978007429,7.2917172176633755,-72865.59019392256,30387.58400189389,44097.955201038894
1,25,-6.13870044826113,75651.70983358381,-11.473916197994338,-0.37405509169064666,23045.504051455442,-15354.142739965424,5.517466518751121,-118951.45335206573,49660.41156838373,72210.67762597383
